,0
2231,"B: uhm I I've to work the next day
B: Then Eric say yes I also have to work my kids also got to go to school hor
B: That's why lah you
B: That's why we say five o'clock mah
B: Five o'clock but your consideration is to make sure there's some food for the kids lah
A: Why the adults no need to eat one meh
A: Five o'clock ah"
2232,"B: Then Eric say yes I also have to work my kids also got to go to school hor
B: That's why lah you
B: That's why we say five o'clock mah
B: Five o'clock but your consideration is to make sure there's some food for the kids [lah]
A: Why the adults no need to eat one meh
A: Five o'clock ah
B: <unclear> word </unclear> adults you got to cater for adults"
2233,"B: That's why lah you
B: That's why we say five o'clock mah
B: Five o'clock but your consideration is to make sure there's some food for the kids lah
A: Why the adults no need to eat one [meh]
A: Five o'clock ah
B: <unclear> word </unclear> adults you got to cater for adults
B: uh some but adults"
2234,"B: That's why we say five o'clock mah
B: Five o'clock but your consideration is to make sure there's some food for the kids lah
A: Why the adults no need to eat one meh
A: Five o'clock [ah]
B: <unclear> word </unclear> adults you got to cater for adults
B: uh some but adults
B: it's not not predicted but"
2235,"B: Then the adults will clear all the rubbish uh that will by
B: Then they will be full already
B: Where got appetite to eat <unclear> word </unclear>
B: Correct [ah]
A: So what are you going to cook
B: Told you what
B: Either chicken wing or"
2236,"B: Told you what
B: Either chicken wing or
A: Chicken wing bee hoon
B: Ya [lah] bee hoon or fried rice [lor]
A: Chicken wing
B: Enough already"
2237,"A: Chicken wing
B: Enough already
A: Fried fried bee hoon nah
B: Okay lah fried bee hoon nuh
A: But today got some rice left leh
A: Afternoon we're not bringing her out ask her to fry fry herself"
2238,"A: Chicken wing
B: Enough already
A: Fried fried bee hoon nah
B: Okay [lah] fried bee hoon nuh
A: But today got some rice left leh
A: Afternoon we're not bringing her out ask her to fry fry herself
B: Ya lah ask him to ask her go and fry an egg and all that"
2239,"B: Okay lah fried bee hoon nuh
A: But today got some rice left leh
A: Afternoon we're not bringing her out ask her to fry fry herself
B: Ya [lah] ask him to ask her go and fry an egg and all that
B: I also can't be bothered
B: Very easy to fry isn't it
B: Just pan and sausage give me the egg with the rice that's it"
2240,"B: No need any other thing already what
B: What else
B: So we what you need to do is
A: Just these two enough [ah]
A: These two items
B: For her ah
A: No no no no I mean uh"
2241,"B: So we what you need to do is
A: Just these two enough ah
A: These two items
B: For her [ah]
A: No no no no I mean uh
B: afternoon uh
A: night time night time"
2242,"B: afternoon uh
A: night time night time
B: <unclear> word </unclear>
A: Bo [lah] night time evening
B: Which night
B: Which night
A: For the kids lah"
2243,"A: Bo lah night time evening
B: Which night
B: Which night
A: For the kids [lah]
B: Ya lah
B: Got sardines lah
A: Actually for what"
2244,"B: Which night
B: Which night
A: For the kids lah
B: Ya [lah]
B: Got sardines lah
A: Actually for what
B: <unclear> word </unclear> 'A' hey bee hoon"
2245,"B: Which night
A: For the kids lah
B: Ya lah
B: Got sardines [lah]
A: Actually for what
B: <unclear> word </unclear> 'A' hey bee hoon
B: If Chinese sausage you know egg ah"
2246,"B: Got sardines lah
A: Actually for what
B: <unclear> word </unclear> 'A' hey bee hoon
B: If Chinese sausage you know egg [ah]
A: Bee hoon Chinese sausage <unclear> word </unclear>
B: Then bee hoon you cook what
A: The usual stuff that we cook lah"
2247,"B: If Chinese sausage you know egg ah
A: Bee hoon Chinese sausage <unclear> word </unclear>
B: Then bee hoon you cook what
A: The usual stuff that we cook [lah]
B: <unclear> word </unclear>
A: Cabbage carrot
B: Okay okay okay"
2248,"B: Okay okay okay
A: eggs and the and the
B: Okay okay
A: ikan bilis [lor]
B: Then you have uh
A: chicken wings
B: chicken wings and uh <unclear> word </unclear> for the kids mah"
2249,"A: ikan bilis lor
B: Then you have uh
A: chicken wings
B: chicken wings and uh <unclear> word </unclear> for the kids mah
B: Easier to eat what
A: These like that ah
B: Buy the <unclear> word </unclear> fry lor for <unclear> word </unclear>"
2250,"A: chicken wings
B: chicken wings and uh <unclear> word </unclear> for the kids mah
B: Easier to eat what
A: These like that [ah]
B: Buy the <unclear> word </unclear> fry lor for <unclear> word </unclear>
B: Enough or not
B: How many tins we have"
2251,"B: chicken wings and uh <unclear> word </unclear> for the kids mah
B: Easier to eat what
A: These like that ah
B: Buy the <unclear> word </unclear> fry [lor] for <unclear> word </unclear>
B: Enough or not
B: How many tins we have
A: Three three or"
2252,"B: How many tins we have
A: Three three or
B: Enough already uh
B: Give her all [lah]
A: All
B: No need to eat two
B: Uh Chee Wai they all going to eat two uh"
2253,"B: What do you expect
A: <unclear> word </unclear>
B: Enough already
B: More than enough [lah]
B: I'm not
B: We're not going to make it elaborate okay
B: Enough is enough"
2254,"A: <unclear> word </unclear> Cantonese
A: She's got better voice
A: Her Chinese don't know what she's saying don't understand
B: Ah Kiat <unclear> word </unclear>
A: We're waiting for you
B: 'A' General we're waiting for you
B: We can't start you know without you"
2255,"B: Ya ya
B: Ya <unclear> word </unclear> wait for you
A: Better go and announce your arrival
B: Waiting for you to set the fire mah
B: Oh for the for Uncle Kiat
B: Uncle Kiat uh
A: <unclear> word </unclear>"
2256,"B: We we got to know about their projects uhm the outcome why they choose the projects the type of methodology they use the philosophical underpinnings etcetera
B: So how then
B: How you gonna present yours
A: I haven't actually think about it but from what yesterday the impression is that uh there's not much of questions being posed to the presenters [lah] and I personally hope that the presenters and the teacher might not take it might not take questions uhm too personally
A: I mean not as an attack uh personal attack or something like that
A: It's just a purely academic enquiry something like that
A: So it will be more interesting in that sense lah because actually there's a lot of uh things that I wanted to ask lah but judging from the face of the presenter I dare not lah because they might think otherwise you see"
2257,"A: I haven't actually think about it but from what yesterday the impression is that uh there's not much of questions being posed to the presenters lah and I personally hope that the presenters and the teacher might not take it might not take questions uhm too personally
A: I mean not as an attack uh personal attack or something like that
A: It's just a purely academic enquiry something like that
A: So it will be more interesting in that sense [lah] because actually there's a lot of uh things that I wanted to ask [lah] but judging from the face of the presenter I dare not [lah] because they might think otherwise you see
A: So that is the thing you know
B: And I guess the other problem is that it deals with Physical Geography and it's not our line so call so we may not be able to to to discuss the issue in greater depth and in detail and also we may not know that issues in
A: You didn't take Physical Geog"
2258,"A: It's just a
B: Ya ya
A: Part of the grading
A: It's not the whole of the grading you see so you shouldn't be bog down to anxiety or you know being not able to answer the questions but must take it in the positive light [lah] positive spirit that's the whole thing
A: Then there's a lively discussion nah not a very quiet session just a presenter doing his job or something
B: But I guess it I guess the topic dealt with is Physical so no people really bother or they don't know they're not in the line to to ask questions so I guess when it comes to the later portion
A: Ya maybe the Human"
2259,"B: Ya ya
A: Part of the grading
A: It's not the whole of the grading you see so you shouldn't be bog down to anxiety or you know being not able to answer the questions but must take it in the positive light lah positive spirit that's the whole thing
A: Then there's a lively discussion nah not a very quiet session just a presenter doing his job or something
B: But I guess it I guess the topic dealt with is Physical so no people really bother or they don't know they're not in the line to to ask questions so I guess when it comes to the later portion
A: Ya maybe the Human
B: The Human side whereby there'll be more people asking more question because you are more familiar with the issues"
2260,"A: So what are you gonna to do with it
B: Okay I I agree in that area but thank goodness on my case is that the number of replied are quite equal meaning that I have the number of form which I wanted so I'm quite happy with it in that sense but I would prefer more you see
B: Usually like for example under one category only have one or two replied form instead of four or five ya so when it's one or two it would represent the whole you see so that is what I'm worried but as long as I'm able to get something is better than nothing
A: If when you do surveys is normally the case [lah] unless you do informal surveys over the telephone or doing a tape recording like this then you won't have the problem of surveys not coming back nah
B: The only problem is that you must get to allow you tape the voices to allow you for such interview
A: Basically a behavioural approach approach uhm mine is essential texture it's a post-modern challenge and geographical approach
A: Uh basically I'll be looking at the heminetical aspect that means in terms of uh interpreting language"
2261,"B: The only problem is that you must get to allow you tape the voices to allow you for such interview
A: Basically a behavioural approach approach uhm mine is essential texture it's a post-modern challenge and geographical approach
A: Uh basically I'll be looking at the heminetical aspect that means in terms of uh interpreting language
A: The text here shall refer to the newspapers [lah] that of my main source of information for it
A: Uhm I'll be looking at environmental issues as contain in the newspaper uh time series analysis of four years
B: Why environment is is there any other
A: It's geographical in a sense because the approach is looking at text the newspapers as text and it's geographical because we are looking at environment"
2262,"B: Why environment is is there any other
A: It's geographical in a sense because the approach is looking at text the newspapers as text and it's geographical because we are looking at environment
B: Okay
A: Ya how how the media especially the the Malay newspapers has been instrumental in in so-called instilling a sense of environmental awareness amongst the community [lah]
A: So that that is so you can call it a hypothesis so so to say uhm in terms of environmental awareness among the Malay community
A: Why did <unclear> word </unclear> the role of media has been positive positive or otherwise
A: So basically that's it lah and the research thing has been going rather slow and it's brilliant"
